GEOID,median_household_income,share_bach_plus,share_mgmt_prof,vot_personal
36005038900,48796.0,0.09548342778636441,0.23767817276318048,17.147928649072618
36005039000,65478.0,0.10863239573229874,0.23698674426123506,19.864025280299256
36005039100,36027.0,0.11914569031273836,0.3318077803203661,14.734439037120987
36005039200,65815.0,0.2851511169513798,0.2542706964520368,19.915077429665395
36005039300,30854.0,0.1065528329083047,0.14901873821931477,13.635632694931523
36005039400,66188.0,0.09725016767270288,0.219763022579924,19.971431063165348
36005039600,43552.0,0.11597602293458431,0.16914255929111285,16.20032056376343
36005039700,21987.0,0.03464322647362978,0.14322647362978283,11.510721455215416
36005039800,29325.0,0.08418367346938775,0.16723356009070295,13.293476337653049
36005039901,41065.0,0.04213036565977742,0.22774244833068363,15.73096881254276
36005039902,48929.0,0.05688037529319781,0.2621188428459734,17.171282228813478
36005040100,26875.0,0.07775377969762419,0.2099352051835853,12.726054914182603
36005040302,40865.0,0.07814992025518341,0.19047619047619047,15.692614570876804
36005040303,40027.0,0.09985279685966635,0.2070657507360157,15.530880463148069
36005040304,41336.0,0.14919129949804796,0.24595649749023982,15.782790099653822
36005040400,97500.0,0.13889682766504716,0.25464418405258643,24.239399933997248
36005040501,42639.0,0.07078651685393259,0.2205056179775281,16.029613902634527
36005040502,39518.0,0.13049180327868853,0.17950819672131146,15.431815947446045
36005040600,49375.0,0.14255654918463967,0.16964755391899,17.249364949971753
36005040701,47198.0,0.10363440086362001,0.21230658510255487,16.864806181572693
36005040702,35440.0,0.10350877192982456,0.2038011695906433,14.613909484000583
36005040800,39738.0,0.07345651194231635,0.21045515998197387,15.474711432464835
36005040900,65925.0,0.23791273584905662,0.2653301886792453,19.931713029006612
36005041100,61750.0,0.08489322436066438,0.21724228842604798,19.290258054300406
36005041300,65845.0,0.17635295588051494,0.2852143482064742,19.919615789121856
36005041400,123548.0,0.23636705528394134,0.26288078224896577,27.285845529388798
36005041500,44973.0,0.14703820539782686,0.23729407641079564,16.46248854991394
36005041800,61706.0,0.23242660921088068,0.24697010503635874,19.283384187041964
36005041900,50768.0,0.2011577424023155,0.2551857211770381,17.490997746987205
36005042000,32279.0,0.11725616291532691,0.16162915326902466,13.946961189902934
36005042100,55830.0,0.2403426268055089,0.2601612361437689,18.342282179516303
36005042200,63365.0,0.11777150916784203,0.32475317348377997,19.540887123378454
36005042300,65682.0,0.14298766560073092,0.245317496573778,19.89494490069495
36005042400,108550.0,0.24105102817974106,0.11614623000761615,25.57610877749837
36005042500,47021.0,0.1260927544821455,0.24448066380204475,16.833153626628935
36005042600,95876.0,0.23338140815523797,0.22053231939163498,24.03668155436915
36005042800,101163.0,0.24899955535793686,0.14895509115162295,24.690529655902996
36005042901,42775.0,0.13427109974424553,0.2528772378516624,16.055157324395196
36005042902,42647.0,0.14648537711646997,0.21523858388917394,16.031117583499224
36005043000,84316.0,0.18801338606632187,0.15059324612108305,22.541071368608165
36005043101,42637.0,0.09631147540983606,0.2584016393442623,16.029237960377998
36005043102,48835.0,0.13430085233817093,0.2874913614374568,17.154779985687647
36005043400,74048.0,0.22930268999738834,0.25985897101070776,21.124003118654297
36005043501,30885.0,0.14782608695652175,0.11690821256038647,13.642481053177448
36005043503,105625.0,0.5714285714285714,0.4107142857142857,25.229167345031847
36005043600,88833.0,0.114726741760534,0.2060909470171047,23.136982653315766
36005044400,100000.0,0.31934679065547744,0.21705602177364483,24.54819454764424
36005044800,102760.0,0.2907309105757452,0.25438954675377706,24.88465386462393
36005044901,78083.0,0.37059415911379656,0.3293051359516616,21.691910400615207
36005044902,99250.0,0.3517151541467651,0.24142422926617454,24.45596556328073
36005045101,70855.0,0.4968789013732834,0.2815230961298377,20.663543920374288
36005045102,96901.0,0.36340598073998986,0.26609224531170805,24.16482675637314
36005045600,76943.0,0.2266065388951522,0.2922773393461105,21.532978866730442
36005045800,31225.0,0.09328160818197849,0.06824193263974608,13.717367691914227
36005046000,31768.0,0.1454399357171555,0.19967858577742065,13.836125528152863
36005046203,40020.0,0.12134831460674157,0.17036516853932585,15.529522368402255
36005046204,64922.0,0.2176614573526643,0.18715872717002446,19.779508772957826
36005046205,63924.0,0.2509298998569385,0.1876967095851216,19.626891781969366
36005046206,63601.0,0.24306987399770905,0.30057273768613973,19.577242866852153
36005046207,73464.0,0.2435265104808878,0.24583847102342787,21.040538083435756
